CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Months_Inactive_12_mon
778236858;Existing Customer;54;F;2;Graduate;Married;Unknown;Blue;42;1
789095958;Attrited Customer;50;M;1;Unknown;Single;$60K - $80K;Blue;38;3
713736333;Attrited Customer;41;F;3;Uneducated;Married;$40K - $60K;Blue;36;3
717836733;Existing Customer;49;F;1;Graduate;Married;Less than $40K;Blue;36;2
712619808;Existing Customer;47;F;3;College;Single;Less than $40K;Blue;36;2
712221408;Existing Customer;42;M;4;Graduate;Single;$40K - $60K;Blue;33;3
714213708;Attrited Customer;35;F;3;College;Single;Less than $40K;Blue;25;3
720289533;Existing Customer;47;F;4;Unknown;Married;Unknown;Blue;42;2
709469658;Existing Customer;47;M;3;Unknown;Single;$80K - $120K;Blue;36;1
772323033;Existing Customer;44;F;4;Graduate;Single;Less than $40K;Blue;33;2
742572558;Existing Customer;32;F;0;High School;Divorced;Unknown;Blue;25;3
718848183;Existing Customer;50;M;2;Post-Graduate;Married;$80K - $120K;Blue;42;1
719034183;Existing Customer;46;F;3;Graduate;Single;Less than $40K;Blue;38;1
720142308;Attrited Customer;52;F;2;Graduate;Married;Less than $40K;Blue;36;3
771872733;Existing Customer;38;M;0;Unknown;Married;$60K - $80K;Blue;26;2
718816158;Existing Customer;44;F;3;High School;Single;Less than $40K;Blue;33;3
720003558;Existing Customer;43;F;1;Graduate;Unknown;Less than $40K;Blue;32;4
818993508;Existing Customer;52;F;3;Graduate;Married;Less than $40K;Blue;47;4
715672458;Existing Customer;47;M;5;Graduate;Single;$60K - $80K;Blue;36;3
789820308;Existing Customer;50;F;3;Graduate;Married;Less than $40K;Blue;40;2
819688458;Attrited Customer;44;F;5;Graduate;Unknown;Less than $40K;Blue;39;3
710785383;Attrited Customer;49;F;2;Graduate;Married;Less than $40K;Blue;39;3
712837233;Existing Customer;46;M;2;High School;Single;$120K +;Blue;36;1
713597658;Attrited Customer;36;F;3;Uneducated;Single;Less than $40K;Blue;22;3
713953383;Attrited Customer;50;M;1;Post-Graduate;Single;$60K - $80K;Blue;36;3
716891583;Existing Customer;41;F;3;High School;Unknown;Less than $40K;Blue;36;2
716510658;Attrited Customer;50;F;0;Doctorate;Single;Less than $40K;Blue;38;3
708125733;Existing Customer;46;F;2;College;Divorced;Less than $40K;Blue;36;3
716484333;Existing Customer;46;F;2;Graduate;Married;Less than $40K;Blue;40;1
708519108;Attrited Customer;46;F;1;Graduate;Married;Unknown;Blue;24;3
719740008;Attrited Customer;51;F;4;High School;Married;Less than $40K;Blue;41;3
717087858;Existing Customer;51;F;1;Graduate;Single;$40K - $60K;Blue;36;3
711605208;Attrited Customer;61;M;0;Uneducated;Married;$80K - $120K;Blue;43;3
714882258;Existing Customer;38;F;2;College;Married;Unknown;Blue;36;1
792300858;Existing Customer;44;F;3;Graduate;Divorced;$40K - $60K;Blue;38;2
766550808;Existing Customer;45;F;3;Graduate;Married;$40K - $60K;Blue;38;6
718941183;Existing Customer;48;F;1;College;Married;Less than $40K;Blue;38;2
708516558;Existing Customer;37;F;2;High School;Married;Less than $40K;Blue;36;2
709350783;Existing Customer;63;F;0;Unknown;Single;Less than $40K;Blue;36;1
771230508;Existing Customer;46;F;4;College;Married;$40K - $60K;Blue;33;1
710978058;Existing Customer;50;F;0;Uneducated;Single;$40K - $60K;Blue;41;2
713405133;Existing Customer;51;M;2;College;Married;$120K +;Blue;43;2
710723958;Existing Customer;43;F;3;Uneducated;Single;Unknown;Blue;32;1
823840458;Existing Customer;47;F;1;High School;Married;Unknown;Blue;43;2
791754258;Existing Customer;49;F;5;Graduate;Married;Unknown;Blue;43;3
789472833;Existing Customer;42;F;2;College;Divorced;Less than $40K;Blue;33;3
711099408;Existing Customer;35;F;4;High School;Single;Less than $40K;Blue;25;2
745853283;Existing Customer;38;F;1;Graduate;Married;Unknown;Blue;31;1
717790233;Existing Customer;37;F;2;College;Single;$40K - $60K;Blue;26;2
818791833;Existing Customer;42;F;3;Graduate;Married;Less than $40K;Blue;37;2
714981483;Existing Customer;50;F;3;High School;Married;Unknown;Blue;38;2
719373558;Existing Customer;42;F;3;Unknown;Single;Less than $40K;Blue;36;1
823609383;Existing Customer;43;F;4;College;Unknown;$40K - $60K;Blue;39;1
714408933;Attrited Customer;44;M;4;Graduate;Single;$80K - $120K;Blue;36;2
713661933;Existing Customer;44;F;1;College;Married;Less than $40K;Blue;33;1
716218908;Existing Customer;48;F;4;Doctorate;Single;Unknown;Blue;39;1
818710233;Existing Customer;41;F;2;Graduate;Married;$40K - $60K;Blue;36;2
719463708;Existing Customer;47;F;1;Uneducated;Single;$40K - $60K;Blue;34;1
817958733;Existing Customer;42;F;2;Uneducated;Married;Unknown;Blue;37;1
708397008;Existing Customer;54;F;4;Graduate;Married;Unknown;Blue;43;2
720547533;Existing Customer;47;F;2;High School;Married;Unknown;Blue;32;2
708780783;Existing Customer;43;F;3;Graduate;Single;$40K - $60K;Blue;33;3
758178558;Existing Customer;44;F;3;Graduate;Single;Unknown;Blue;37;2
716237508;Existing Customer;44;F;5;High School;Married;Unknown;Blue;36;3
714735033;Existing Customer;45;F;5;Doctorate;Married;Less than $40K;Blue;34;2
709726158;Existing Customer;40;F;4;Graduate;Single;Less than $40K;Blue;26;3
770909433;Existing Customer;50;F;2;College;Married;$40K - $60K;Blue;37;2
822121608;Existing Customer;46;M;2;High School;Unknown;$60K - $80K;Blue;42;3
717278808;Existing Customer;37;F;3;College;Married;Less than $40K;Blue;28;2
712640583;Existing Customer;60;F;0;Doctorate;Married;Unknown;Blue;51;1
716099958;Attrited Customer;39;F;5;Unknown;Married;$40K - $60K;Blue;31;3
788772708;Existing Customer;50;F;2;Graduate;Married;Unknown;Blue;31;1
712795833;Attrited Customer;34;F;4;Graduate;Married;Less than $40K;Blue;36;2
718892283;Existing Customer;43;M;2;Graduate;Married;$40K - $60K;Blue;34;2
720294258;Existing Customer;40;F;4;Graduate;Single;Less than $40K;Blue;30;2
721181883;Existing Customer;30;F;0;College;Single;Unknown;Blue;18;2
712098033;Existing Customer;38;F;1;Uneducated;Married;Unknown;Blue;36;3
712593933;Attrited Customer;40;M;3;Doctorate;Married;$40K - $60K;Blue;36;3
711343233;Existing Customer;53;F;3;Uneducated;Married;Less than $40K;Blue;36;1
712394283;Existing Customer;44;F;4;Graduate;Divorced;Less than $40K;Blue;30;3
790021233;Existing Customer;52;F;3;Uneducated;Single;Less than $40K;Blue;44;3
711890808;Existing Customer;42;F;3;Graduate;Married;Less than $40K;Blue;36;2
714164808;Attrited Customer;42;F;4;Graduate;Married;$40K - $60K;Blue;33;3
825850383;Existing Customer;53;F;2;Graduate;Single;Unknown;Blue;49;2
789533133;Existing Customer;45;M;3;High School;Married;$60K - $80K;Blue;37;1
779523258;Existing Customer;34;M;2;Graduate;Married;$40K - $60K;Blue;17;2
719617758;Existing Customer;56;F;1;Graduate;Married;Less than $40K;Blue;48;1
779858058;Existing Customer;34;F;2;Graduate;Unknown;Less than $40K;Blue;18;1
710423358;Existing Customer;35;F;1;College;Unknown;Unknown;Blue;29;3
710500983;Attrited Customer;43;M;2;College;Single;$80K - $120K;Blue;34;4
711851583;Existing Customer;50;M;2;Graduate;Married;$120K +;Blue;42;2
779405133;Existing Customer;40;F;3;College;Single;Less than $40K;Blue;29;3
719410083;Existing Customer;49;F;2;Unknown;Single;Less than $40K;Blue;36;3
796196733;Existing Customer;52;F;2;Unknown;Single;$40K - $60K;Blue;46;2
711904008;Attrited Customer;40;M;4;High School;Married;$60K - $80K;Blue;36;3
717666783;Attrited Customer;56;F;3;College;Single;Less than $40K;Blue;46;3
719911458;Existing Customer;49;F;5;High School;Married;Less than $40K;Blue;36;2
787506558;Existing Customer;50;M;3;Graduate;Single;$60K - $80K;Blue;38;1
719046558;Existing Customer;39;M;2;Graduate;Married;$60K - $80K;Blue;36;3
708291633;Existing Customer;33;F;2;Doctorate;Unknown;Unknown;Blue;21;3
720731808;Attrited Customer;52;F;3;Graduate;Single;Less than $40K;Blue;38;3
745124658;Existing Customer;42;F;3;High School;Single;Less than $40K;Blue;35;2
789907533;Attrited Customer;49;M;3;Graduate;Married;$80K - $120K;Blue;40;2
716466483;Existing Customer;44;F;3;Uneducated;Single;$40K - $60K;Blue;34;3
715919283;Attrited Customer;39;F;4;College;Single;$40K - $60K;Blue;36;2
756736008;Existing Customer;45;F;2;Post-Graduate;Married;Less than $40K;Blue;38;2
772857558;Existing Customer;47;M;4;Graduate;Married;$60K - $80K;Blue;30;2
709246683;Existing Customer;62;M;1;Unknown;Single;Unknown;Blue;36;1
714559458;Attrited Customer;46;M;4;College;Married;$60K - $80K;Blue;36;2
778405458;Existing Customer;52;F;2;High School;Single;Unknown;Blue;32;1
772150983;Attrited Customer;48;F;3;High School;Unknown;Less than $40K;Blue;37;2
715128408;Existing Customer;49;F;2;Unknown;Married;Less than $40K;Blue;36;3
717856983;Existing Customer;42;F;5;Uneducated;Married;Unknown;Blue;29;2
778231983;Existing Customer;49;F;4;Unknown;Single;$40K - $60K;Blue;39;2
823908858;Existing Customer;51;M;4;Unknown;Married;$80K - $120K;Blue;47;3
798011733;Existing Customer;53;F;3;Graduate;Married;Less than $40K;Blue;47;1
717945108;Existing Customer;49;F;3;Graduate;Unknown;$40K - $60K;Blue;36;1
712560558;Existing Customer;55;F;3;College;Single;Less than $40K;Blue;42;2
711391308;Existing Customer;46;F;4;Uneducated;Married;$40K - $60K;Blue;34;3
717688233;Existing Customer;34;F;4;High School;Married;$40K - $60K;Blue;28;1
721093608;Existing Customer;44;M;2;High School;Single;$40K - $60K;Blue;31;1
712669983;Existing Customer;39;M;3;Graduate;Single;$80K - $120K;Blue;30;3
790017858;Existing Customer;47;F;3;Post-Graduate;Unknown;$40K - $60K;Blue;36;1
712012758;Existing Customer;49;F;2;Uneducated;Married;Less than $40K;Blue;41;1
720249183;Existing Customer;46;F;2;Graduate;Single;Unknown;Blue;31;2
821813058;Existing Customer;42;M;1;High School;Divorced;$80K - $120K;Blue;38;2
778152108;Existing Customer;31;F;0;High School;Single;Less than $40K;Blue;23;2
720563958;Existing Customer;48;F;3;Post-Graduate;Married;Unknown;Blue;38;1
719633508;Existing Customer;52;F;1;Doctorate;Married;Less than $40K;Blue;39;1
716689383;Existing Customer;39;F;2;Graduate;Married;$40K - $60K;Blue;26;1
711420258;Existing Customer;43;F;4;Unknown;Single;Less than $40K;Blue;36;3
713177808;Existing Customer;57;F;3;College;Single;Less than $40K;Blue;51;1
708897408;Existing Customer;46;M;3;College;Single;$60K - $80K;Blue;36;2
710855508;Existing Customer;45;F;3;Uneducated;Married;Less than $40K;Blue;33;3
710115108;Existing Customer;45;F;2;Graduate;Unknown;$40K - $60K;Blue;37;2
713920158;Attrited Customer;41;F;3;Uneducated;Unknown;Unknown;Blue;36;3
715303608;Existing Customer;46;F;4;High School;Married;Less than $40K;Blue;36;2
710897133;Existing Customer;51;F;3;Unknown;Unknown;Less than $40K;Blue;36;2
772813458;Existing Customer;48;F;3;Graduate;Married;Unknown;Blue;39;1
712998033;Attrited Customer;37;M;3;High School;Single;$120K +;Blue;36;2
712843983;Attrited Customer;41;F;2;College;Divorced;Less than $40K;Blue;36;3
717947508;Existing Customer;47;M;3;Uneducated;Divorced;$80K - $120K;Blue;34;1
719279208;Existing Customer;35;F;1;Unknown;Married;Less than $40K;Blue;36;1
711365133;Existing Customer;43;M;1;Unknown;Single;$60K - $80K;Blue;31;3
720328008;Existing Customer;57;F;1;High School;Unknown;$40K - $60K;Blue;42;1
718183833;Existing Customer;30;F;1;Graduate;Single;Less than $40K;Blue;18;2
717985158;Existing Customer;47;M;2;Graduate;Unknown;$40K - $60K;Blue;37;3
771928608;Existing Customer;34;M;1;Uneducated;Single;$60K - $80K;Blue;23;1
713355708;Existing Customer;41;F;3;High School;Married;Unknown;Blue;31;6
816761433;Existing Customer;36;M;2;College;Single;$80K - $120K;Blue;31;2
714245358;Existing Customer;47;F;3;Graduate;Divorced;Less than $40K;Blue;36;3
716313858;Existing Customer;53;F;3;Graduate;Married;Less than $40K;Blue;36;4
714868608;Existing Customer;52;F;4;Graduate;Married;Less than $40K;Blue;36;3
717273333;Existing Customer;49;M;5;College;Married;$80K - $120K;Blue;37;2
711631158;Existing Customer;52;F;2;High School;Single;Less than $40K;Blue;42;2
714127383;Attrited Customer;48;F;3;Unknown;Unknown;Unknown;Blue;36;3
790204983;Existing Customer;46;F;2;Graduate;Married;Unknown;Blue;40;5
822051858;Existing Customer;26;F;0;Graduate;Single;Less than $40K;Blue;22;1
715144383;Existing Customer;40;F;3;High School;Single;Unknown;Blue;36;3
717971208;Existing Customer;39;F;5;Graduate;Single;Less than $40K;Blue;28;3
718829358;Existing Customer;40;F;3;Uneducated;Divorced;$40K - $60K;Blue;32;1
779380908;Attrited Customer;51;M;1;Unknown;Married;$80K - $120K;Blue;39;3
714144258;Existing Customer;43;F;3;Graduate;Married;Less than $40K;Blue;34;2
797666358;Existing Customer;46;F;4;Uneducated;Unknown;$40K - $60K;Blue;40;3
709965858;Existing Customer;46;M;1;High School;Married;$120K +;Blue;28;3
779980758;Existing Customer;58;M;2;High School;Divorced;$60K - $80K;Blue;46;2
811775883;Existing Customer;46;M;4;Graduate;Divorced;$60K - $80K;Blue;41;2
799720158;Existing Customer;50;M;1;Graduate;Single;$80K - $120K;Blue;44;3
713011683;Attrited Customer;37;F;3;College;Married;Unknown;Blue;24;2
713503983;Existing Customer;55;F;3;College;Married;$40K - $60K;Blue;36;1
712137033;Existing Customer;52;F;2;College;Married;Unknown;Blue;45;1
715910883;Existing Customer;48;F;1;High School;Married;Less than $40K;Blue;40;4
718142958;Existing Customer;46;M;4;Graduate;Single;$60K - $80K;Blue;27;3
719359458;Existing Customer;49;F;2;Uneducated;Single;Less than $40K;Blue;42;3
714869958;Existing Customer;55;M;2;Uneducated;Single;$120K +;Blue;36;2
771163533;Existing Customer;52;F;1;Unknown;Married;$40K - $60K;Blue;39;2
709028208;Existing Customer;44;F;2;Graduate;Married;Unknown;Blue;37;3
719834208;Existing Customer;42;M;2;Graduate;Married;$60K - $80K;Blue;35;1
779305008;Existing Customer;41;F;4;High School;Single;Less than $40K;Blue;23;2
714506583;Existing Customer;48;F;4;Graduate;Unknown;Less than $40K;Blue;38;3
712677633;Attrited Customer;42;F;0;Uneducated;Divorced;Unknown;Blue;31;3
708450033;Existing Customer;43;F;3;High School;Unknown;Less than $40K;Blue;13;2
719606133;Existing Customer;42;M;2;Graduate;Single;$60K - $80K;Blue;31;2
789772983;Existing Customer;49;M;3;College;Unknown;$80K - $120K;Blue;38;3
720656883;Existing Customer;50;F;3;Graduate;Single;Less than $40K;Blue;40;3
718108758;Existing Customer;43;M;2;Unknown;Single;$60K - $80K;Blue;36;1
709408983;Existing Customer;54;M;2;High School;Married;$120K +;Blue;42;2
771592458;Existing Customer;48;F;1;Graduate;Unknown;Less than $40K;Blue;36;2
778932633;Existing Customer;57;F;2;Graduate;Married;Less than $40K;Blue;40;3
708669408;Existing Customer;54;M;5;College;Single;$60K - $80K;Blue;45;1
779947908;Existing Customer;56;M;2;Graduate;Divorced;$120K +;Blue;45;3
716007708;Existing Customer;48;M;2;Graduate;Married;$120K +;Blue;37;1
767574108;Existing Customer;49;F;1;College;Married;Less than $40K;Blue;43;3
720777558;Existing Customer;46;F;4;Graduate;Single;Less than $40K;Blue;38;2
816841083;Existing Customer;58;F;3;College;Married;Less than $40K;Blue;53;3
778849908;Existing Customer;59;F;1;Doctorate;Married;Less than $40K;Blue;40;3
708745983;Existing Customer;37;F;2;Unknown;Married;$40K - $60K;Blue;36;2
713381433;Attrited Customer;38;F;1;High School;Married;Less than $40K;Blue;28;3
779404383;Existing Customer;47;F;5;Uneducated;Divorced;Unknown;Blue;36;2
718607883;Existing Customer;41;M;3;Post-Graduate;Single;$80K - $120K;Blue;30;2
710542983;Existing Customer;48;F;4;Graduate;Married;Less than $40K;Blue;21;6
709769283;Existing Customer;36;F;4;Unknown;Divorced;Unknown;Blue;16;3
721253508;Existing Customer;40;M;3;High School;Married;$80K - $120K;Blue;36;3
801037833;Existing Customer;38;M;2;Uneducated;Single;$80K - $120K;Blue;32;2
711452583;Existing Customer;43;F;4;Graduate;Unknown;Unknown;Blue;36;5
716697708;Attrited Customer;61;F;1;High School;Single;Unknown;Blue;52;2
708176208;Existing Customer;48;F;1;Graduate;Married;$40K - $60K;Blue;36;4
716474358;Existing Customer;43;F;3;Unknown;Married;Less than $40K;Blue;35;3
713121408;Existing Customer;38;M;3;College;Married;$80K - $120K;Blue;30;3
794567133;Existing Customer;52;F;2;High School;Single;Less than $40K;Blue;35;2
717609633;Existing Customer;44;M;3;Unknown;Married;$120K +;Blue;32;2
708899283;Existing Customer;40;F;3;Uneducated;Single;Unknown;Blue;28;3
772415808;Existing Customer;48;F;5;Post-Graduate;Married;$40K - $60K;Blue;38;3
716176683;Existing Customer;46;M;4;Graduate;Single;$80K - $120K;Blue;33;1
709245783;Existing Customer;44;F;3;Graduate;Married;Unknown;Blue;27;1
720507108;Attrited Customer;42;F;3;College;Married;Less than $40K;Blue;28;3
716751858;Attrited Customer;34;F;1;Unknown;Married;Less than $40K;Blue;36;3
712829808;Attrited Customer;39;M;3;Uneducated;Married;$60K - $80K;Blue;29;3
711900033;Existing Customer;57;F;0;Doctorate;Married;Unknown;Blue;46;2
712566258;Existing Customer;40;F;2;Post-Graduate;Divorced;Unknown;Blue;27;3
712732908;Existing Customer;36;M;4;Graduate;Married;$80K - $120K;Blue;36;3
717908208;Existing Customer;43;F;3;Graduate;Divorced;Less than $40K;Blue;36;1
826136283;Existing Customer;38;F;3;High School;Married;Less than $40K;Blue;34;3
778714833;Existing Customer;36;F;4;College;Married;Unknown;Blue;18;3
779302233;Attrited Customer;40;F;4;Graduate;Single;Less than $40K;Blue;22;2
778659108;Existing Customer;51;F;2;High School;Single;Unknown;Blue;31;2
720374808;Existing Customer;41;F;2;Unknown;Unknown;Less than $40K;Blue;34;3
719592483;Existing Customer;43;F;5;Graduate;Single;Unknown;Blue;34;6
714702033;Existing Customer;43;F;4;Graduate;Unknown;Less than $40K;Blue;34;3
717042333;Attrited Customer;53;F;2;College;Married;Less than $40K;Blue;44;3
779122908;Existing Customer;55;F;3;Graduate;Single;$40K - $60K;Blue;37;1
710676483;Existing Customer;38;F;2;Unknown;Married;Less than $40K;Blue;36;2
827712108;Existing Customer;42;F;5;Graduate;Married;Less than $40K;Blue;38;1
769200858;Existing Customer;34;F;4;Graduate;Single;Less than $40K;Blue;28;2
779114283;Existing Customer;40;F;5;High School;Single;Less than $40K;Blue;22;1
771061008;Attrited Customer;40;F;2;Doctorate;Married;$40K - $60K;Blue;27;2
716201133;Existing Customer;35;F;2;High School;Married;Less than $40K;Blue;36;3
817968783;Existing Customer;51;F;3;Graduate;Single;Less than $40K;Blue;46;3
826480308;Existing Customer;53;M;3;Graduate;Unknown;$80K - $120K;Blue;49;2
720307683;Existing Customer;43;F;4;Graduate;Divorced;Less than $40K;Blue;36;2
709618308;Existing Customer;46;F;3;High School;Single;$40K - $60K;Silver;40;3
710119233;Existing Customer;37;M;1;High School;Married;$120K +;Blue;26;2
789419658;Existing Customer;47;F;4;College;Married;Unknown;Blue;38;2
789800358;Existing Customer;45;F;3;High School;Married;Less than $40K;Blue;34;1
715466133;Existing Customer;50;F;1;Doctorate;Married;Unknown;Blue;40;3
717659883;Existing Customer;46;F;2;Graduate;Single;Unknown;Blue;36;3
781942983;Existing Customer;50;M;1;Unknown;Single;$120K +;Blue;44;3
712755783;Existing Customer;49;F;1;Graduate;Divorced;$40K - $60K;Blue;40;2
779551533;Existing Customer;54;F;3;Doctorate;Single;Less than $40K;Blue;39;3
714405183;Existing Customer;47;F;3;Graduate;Married;Less than $40K;Blue;36;2
801783108;Existing Customer;46;M;3;College;Married;$120K +;Blue;40;3
779839758;Existing Customer;47;F;2;Post-Graduate;Single;Unknown;Blue;31;2
820648608;Existing Customer;46;F;2;Post-Graduate;Married;Less than $40K;Blue;41;1
787587033;Existing Customer;42;F;4;Graduate;Single;Less than $40K;Blue;32;1
813967983;Existing Customer;44;F;2;College;Married;$40K - $60K;Blue;39;1
718067658;Existing Customer;53;F;3;Unknown;Single;Unknown;Blue;40;3
709952658;Existing Customer;46;F;3;Graduate;Unknown;Less than $40K;Blue;33;3
720824883;Attrited Customer;48;F;1;Unknown;Single;Less than $40K;Blue;40;1
789631908;Existing Customer;51;M;4;High School;Single;$60K - $80K;Blue;45;1
789089958;Existing Customer;57;M;2;High School;Single;$60K - $80K;Silver;45;2
715847058;Attrited Customer;59;F;2;Uneducated;Divorced;Less than $40K;Blue;36;3
721256808;Existing Customer;35;F;2;Unknown;Single;Less than $40K;Blue;20;1
721269108;Existing Customer;45;F;5;Graduate;Single;Less than $40K;Blue;33;3
712770408;Attrited Customer;42;F;2;Graduate;Unknown;Less than $40K;Blue;36;3
767958933;Existing Customer;40;M;4;College;Married;$40K - $60K;Silver;34;2
779866458;Existing Customer;40;F;5;Uneducated;Married;Less than $40K;Blue;24;1
721246833;Existing Customer;47;F;3;Unknown;Unknown;Less than $40K;Blue;36;2
710752233;Attrited Customer;43;F;5;High School;Unknown;$40K - $60K;Blue;24;2
709813008;Existing Customer;44;F;3;High School;Unknown;Less than $40K;Blue;35;3
710219658;Existing Customer;48;F;3;Doctorate;Married;Unknown;Blue;44;3
789121233;Existing Customer;53;F;2;Unknown;Single;Less than $40K;Blue;41;1
715146558;Attrited Customer;34;F;2;College;Married;Less than $40K;Blue;36;3
720205608;Existing Customer;52;F;1;Uneducated;Married;Unknown;Blue;36;1
778606308;Attrited Customer;45;M;3;Uneducated;Divorced;$80K - $120K;Blue;25;2
710438358;Attrited Customer;42;F;1;Uneducated;Single;Less than $40K;Blue;35;3
712562433;Attrited Customer;48;F;2;Unknown;Married;Less than $40K;Blue;30;3
718186233;Existing Customer;34;F;3;Uneducated;Single;Less than $40K;Blue;26;2
713717283;Attrited Customer;40;F;3;Unknown;Single;$40K - $60K;Blue;29;3
713822208;Attrited Customer;42;M;2;High School;Single;$60K - $80K;Blue;33;3
710466633;Existing Customer;55;F;3;High School;Married;Less than $40K;Blue;44;1
711153783;Existing Customer;44;F;3;Uneducated;Single;Less than $40K;Blue;36;3
718230933;Attrited Customer;45;M;4;Graduate;Single;Less than $40K;Blue;36;2
788885133;Existing Customer;57;F;3;College;Unknown;Less than $40K;Silver;42;1
711637458;Attrited Customer;44;F;3;High School;Single;Less than $40K;Blue;36;3
719532108;Existing Customer;40;F;5;High School;Married;Less than $40K;Blue;31;2
757643733;Existing Customer;42;F;2;Post-Graduate;Single;Less than $40K;Blue;35;3
715122858;Existing Customer;55;F;2;Graduate;Married;$40K - $60K;Blue;36;3
708384033;Attrited Customer;45;F;3;Uneducated;Married;Less than $40K;Blue;35;3
708273858;Existing Customer;40;M;3;Graduate;Divorced;$120K +;Blue;30;2
803952408;Existing Customer;52;F;3;Uneducated;Married;Less than $40K;Blue;47;3
778394358;Existing Customer;46;F;2;High School;Divorced;Less than $40K;Blue;26;3
713180433;Existing Customer;56;F;2;Graduate;Single;Unknown;Blue;48;3
787458783;Existing Customer;49;F;4;High School;Married;Less than $40K;Blue;35;3
720315933;Existing Customer;53;F;1;Uneducated;Single;Less than $40K;Blue;39;2
713677158;Attrited Customer;31;F;1;Graduate;Divorced;Unknown;Blue;22;2
739828308;Existing Customer;55;M;3;Uneducated;Single;$120K +;Blue;48;2
720959058;Existing Customer;44;F;3;Unknown;Single;Unknown;Blue;33;3
718090233;Attrited Customer;56;F;3;Graduate;Single;Unknown;Blue;36;3
789939558;Existing Customer;54;F;2;College;Married;Unknown;Blue;45;3
714169908;Existing Customer;53;F;0;Graduate;Single;Less than $40K;Blue;34;2
796145133;Existing Customer;46;F;2;Uneducated;Married;Unknown;Blue;40;2
789233808;Existing Customer;38;F;3;Graduate;Married;Unknown;Blue;27;2
709071408;Existing Customer;56;F;5;Graduate;Single;$40K - $60K;Blue;37;2
815830083;Existing Customer;53;F;3;Uneducated;Single;Less than $40K;Blue;48;2
715932708;Existing Customer;41;M;3;Unknown;Unknown;$60K - $80K;Blue;36;3
715281933;Existing Customer;43;F;3;High School;Single;Less than $40K;Blue;36;3
787529583;Attrited Customer;41;F;5;Unknown;Married;$40K - $60K;Blue;30;2
717446208;Existing Customer;62;F;0;High School;Single;Less than $40K;Blue;36;2
715236783;Existing Customer;42;F;4;College;Divorced;$40K - $60K;Blue;36;3
804583833;Existing Customer;56;F;2;High School;Married;Unknown;Blue;51;1
713772333;Attrited Customer;45;F;3;Unknown;Divorced;Less than $40K;Blue;34;3
715321983;Existing Customer;33;F;2;Doctorate;Married;$40K - $60K;Blue;36;2
717773433;Existing Customer;57;F;0;Graduate;Married;Less than $40K;Blue;45;1
778632933;Existing Customer;49;F;3;College;Married;Less than $40K;Blue;29;1
808527183;Existing Customer;46;F;3;College;Married;Less than $40K;Blue;41;1
714514008;Attrited Customer;38;F;1;Graduate;Married;Unknown;Blue;29;3
711669258;Attrited Customer;50;F;3;Uneducated;Single;Unknown;Blue;36;3
797218233;Existing Customer;51;F;2;Unknown;Single;Less than $40K;Blue;45;1
710612583;Existing Customer;52;M;4;High School;Unknown;$60K - $80K;Blue;36;3
712613808;Existing Customer;45;F;5;College;Single;Unknown;Blue;32;3
807173358;Existing Customer;56;F;0;Post-Graduate;Married;Less than $40K;Blue;51;2
778349883;Existing Customer;56;F;0;Uneducated;Single;Less than $40K;Blue;36;3
720592533;Attrited Customer;41;M;4;Graduate;Unknown;$80K - $120K;Blue;31;3
714668433;Existing Customer;51;F;4;Graduate;Single;Less than $40K;Blue;36;3
720967233;Existing Customer;43;F;2;Unknown;Married;Less than $40K;Blue;29;1
718629858;Existing Customer;42;F;2;Uneducated;Married;Unknown;Blue;32;5
737962608;Existing Customer;48;F;4;College;Divorced;Less than $40K;Blue;41;3
778207083;Attrited Customer;53;M;4;Uneducated;Single;$80K - $120K;Blue;44;3
778781508;Attrited Customer;44;F;2;High School;Married;Unknown;Blue;32;3
714142158;Existing Customer;59;F;0;Graduate;Married;Less than $40K;Blue;48;2
715390608;Existing Customer;45;F;5;Graduate;Married;Less than $40K;Blue;39;3
715243458;Existing Customer;45;F;2;Graduate;Single;$40K - $60K;Blue;36;3
715418508;Existing Customer;51;M;1;Uneducated;Single;$120K +;Blue;36;1
711164508;Existing Customer;49;F;1;Graduate;Divorced;Unknown;Silver;43;3
713239308;Existing Customer;43;F;2;High School;Married;Unknown;Blue;36;3
712323183;Existing Customer;38;M;3;Unknown;Married;$80K - $120K;Blue;22;2
797410983;Existing Customer;45;F;3;High School;Married;Unknown;Blue;39;2
721167783;Existing Customer;54;M;4;High School;Single;$80K - $120K;Blue;39;3
712130058;Attrited Customer;44;F;4;Uneducated;Single;Unknown;Blue;36;3
714060408;Existing Customer;57;F;3;High School;Single;Unknown;Blue;37;1
715515333;Existing Customer;51;M;3;Graduate;Married;$120K +;Blue;42;1
806970033;Existing Customer;48;M;3;High School;Unknown;$40K - $60K;Blue;43;2
817337958;Existing Customer;48;F;5;Doctorate;Married;Less than $40K;Blue;33;1
788132208;Existing Customer;53;F;2;Graduate;Married;$40K - $60K;Blue;38;2
812653383;Existing Customer;55;F;1;College;Single;$40K - $60K;Blue;50;3
709762908;Existing Customer;52;F;1;Uneducated;Married;Unknown;Blue;40;2
717114708;Existing Customer;34;F;0;Graduate;Married;$40K - $60K;Blue;26;3
767388783;Existing Customer;43;M;3;High School;Married;$60K - $80K;Blue;36;3
794719983;Attrited Customer;44;F;4;High School;Unknown;Less than $40K;Blue;38;2
